times(ps)|lambda_restraints|lambda_electrostatics|lambda_sterics|(1.0, 0.0, 0.0)|(1.0, 0.02, 0.0)|(1.0, 0.04, 0.0)
41.0|1.0|0.0|0.0|0|4.092741108590854|8.185482217181708
41.2|1.0|0.0|0.0|0|3.777429775123019|7.554859550246038
41.4|1.0|0.0|0.0|0|4.351296401948202|8.702592803896405
41.6|1.0|0.0|0.0|0|3.9981477083795474|7.996295416759095
41.8|1.0|0.0|0.0|0|4.042291295087198|8.084582590174396
42.0|1.0|0.0|0.0|0|4.483727162016439|8.967454324032879
42.2|1.0|0.0|0.0|0|4.0233726150868465|8.046745230173693
42.4|1.0|0.0|0.0|0|3.979229028490954|7.958458056981908
42.6|1.0|0.0|0.0|0|3.827879588388605|7.65575917677721
42.8|1.0|0.0|0.0|0|4.22517186871497|8.45034373742994
43.0|1.0|0.0|0.0|0|3.8404920418700206|7.680984083740041
43.2|1.0|0.0|0.0|0|4.414358668762143|8.828717337524285
43.4|1.0|0.0|0.0|0|4.3576026286545675|8.715205257309135
43.6|1.0|0.0|0.0|0|3.9350854418525705|7.870170883705141
43.8|1.0|0.0|0.0|0|3.8720231751626124|7.744046350325225
44.0|1.0|0.0|0.0|0|4.572014335482963|9.144028670965927
44.2|1.0|0.0|0.0|0|4.029678841814748|8.059357683629496
44.4|1.0|0.0|0.0|0|4.389133762049605|8.77826752409921
44.6|1.0|0.0|0.0|0|4.679220188816544|9.358440377633087
44.8|1.0|0.0|0.0|0|4.679220188753679|9.358440377507359
45.0|1.0|0.0|0.0|0|5.089124922431656|10.178249844863313
45.2|1.0|0.0|0.0|0|4.256703001916176|8.513406003832351
45.4|1.0|0.0|0.0|0|4.401746215382009|8.803492430764019
45.6|1.0|0.0|0.0|0|4.376521308746305|8.75304261749261
45.8|1.0|0.0|0.0|0|4.0233726150868465|8.046745230173693
46.0|1.0|0.0|0.0|0|4.578320562060689|9.156641124121379
46.2|1.0|0.0|0.0|0|4.578320562235895|9.15664112447179
46.4|1.0|0.0|0.0|0|3.991841482014861|7.983682964029722
46.6|1.0|0.0|0.0|0|4.426971122099203|8.853942244198405
46.8|1.0|0.0|0.0|0|3.985535255087307|7.971070510174614
47.0|1.0|0.0|0.0|0|4.628770375423483|9.257540750846966
47.2|1.0|0.0|0.0|0|4.414358668588684|8.828717337177368
47.4|1.0|0.0|0.0|0|4.338683948622202|8.677367897244403
47.6|1.0|0.0|0.0|0|4.174722055169404|8.349444110338808
47.8|1.0|0.0|0.0|0|3.689142601627391|7.378285203254782
48.0|1.0|0.0|0.0|0|3.7143675084225833|7.428735016845167
48.2|1.0|0.0|0.0|0|4.054903748474317|8.109807496948633
48.4|1.0|0.0|0.0|0|4.288234135385137|8.576468270770274
48.6|1.0|0.0|0.0|0|4.477420935435803|8.954841870871606
48.8|1.0|0.0|0.0|0|4.811650948981406|9.623301897962811
49.0|1.0|0.0|0.0|0|4.281927908578655|8.56385581715731
49.2|1.0|0.0|0.0|0|4.263009228511364|8.526018457022728
49.4|1.0|0.0|0.0|0|3.8089609083649703|7.6179218167299405
49.6|1.0|0.0|0.0|0|4.193640735255322|8.387281470510644
49.8|1.0|0.0|0.0|0|4.086434881829773|8.172869763659547
50.0|1.0|0.0|0.0|0|4.609851695495308|9.219703390990617
50.2|1.0|0.0|0.0|0|4.099047335252399|8.198094670504798
50.4|1.0|0.0|0.0|0|4.351296401937725|8.70259280387545
50.6|1.0|0.0|0.0|0|4.2188656419882316|8.437731283976463
50.8|1.0|0.0|0.0|0|4.660301508840057|9.320603017680114
51.0|1.0|0.0|0.0|0|4.250396775267436|8.500793550534873
51.2|1.0|0.0|0.0|0|4.080128655215376|8.160257310430753
51.4|1.0|0.0|0.0|0|3.455812214842881|6.911624429685762
51.6|1.0|0.0|0.0|0|3.9729228016902924|7.945845603380585
51.8|1.0|0.0|0.0|0|3.644999015040812|7.289998030081624
52.0|1.0|0.0|0.0|0|4.502645842058119|9.005291684116237
52.2|1.0|0.0|0.0|0|4.6413828287943035|9.282765657588607
52.4|1.0|0.0|0.0|0|4.46480848206149|8.92961696412298
52.6|1.0|0.0|0.0|0|4.477420935279806|8.954841870559612
52.8|1.0|0.0|0.0|0|4.111659788478282|8.223319576956564
53.0|1.0|0.0|0.0|0|3.745898641725653|7.491797283451306
53.2|1.0|0.0|0.0|0|4.578320562048466|9.156641124096932
53.4|1.0|0.0|0.0|0|4.6539952821872435|9.307990564374487
53.6|1.0|0.0|0.0|0|4.023372615100816|8.046745230201632
53.8|1.0|0.0|0.0|0|4.672913962092716|9.345827924185432
54.0|1.0|0.0|0.0|0|4.017066388424137|8.034132776848274
54.2|1.0|0.0|0.0|0|4.3954399887775075|8.790879977555015
54.4|1.0|0.0|0.0|0|4.660301508706762|9.320603017413523
54.6|1.0|0.0|0.0|0|4.805344722164445|9.61068944432889
54.8|1.0|0.0|0.0|0|4.792732268929249|9.585464537858497
55.0|1.0|0.0|0.0|0|4.244090548636741|8.488181097273483
55.2|1.0|0.0|0.0|0|4.944081708830781|9.888163417661563
55.4|1.0|0.0|0.0|0|4.149497148566297|8.298994297132595
55.6|1.0|0.0|0.0|0|4.048597521937336|8.097195043874672
55.8|1.0|0.0|0.0|0|3.884635628432152|7.769271256864304
56.0|1.0|0.0|0.0|0|4.149497148619266|8.298994297238533
56.2|1.0|0.0|0.0|0|3.928779215149116|7.857558430298232
